0 0 1.27848
3.2 0 3.39938
6.4 0 19.684
9.6 0 2295.62
12.8 0 58.1978
16 0 15.8887
19.2 0 6.91184
22.4 0 4.72622
25.6 0 2.76587
28.8 0 2.55012
32 0 1.86878
35.2 0 1.43016
38.4 0 0.897627
41.6 0 0.933952
44.8 0 0.827624
48 0 0.791177
51.2 0 0.81949
54.4 0 0.716868
57.6 0 0.392907
60.8 0 0.580149
64 0 0.564346
67.2 0 0.521211
70.4 0 0.277081
73.6 0 0.197668
76.8 0 0.185628
80 0 0.286323
83.2 0 0.44491
86.4 0 0.277667
89.6 0 0.263724
92.8 0 0.218792
96 0 0.121959
99.2 0 0.157011
102.4 0 0.233962
105.6 0 0.130855
108.8 0 0.182773
112 0 0.119778
115.2 0 0.109042
118.4 0 0.103646
121.6 0 0.145415
124.8 0 0.0531153
128 0 0.0925767
131.2 0 0.233465
134.4 0 0.204548
137.6 0 0.113758
140.8 0 0.127195
144 0 0.192387
147.2 0 0.113821
150.4 0 0.189297
153.6 0 0.112967
156.8 0 0.149857
160 0 0.0937189
163.2 0 8.18884e-85
166.4 0 2.71961e-115
169.6 0 7.49119e-114
172.8 0 1.39276e-113
176 0 4.1359e-94
179.2 0 5.49526e-75
182.4 0 1.876e-142
185.6 0 8.18887e-85
188.8 0 6.92866e-104
192 0 9.75321e-66
195.2 0 7.30582e-143
198.4 0 1.38818e-94
201.6 0 4.01166e-152
204.8 0 1.43971e-142
208 0 2.86344e-104
211.2 0 5.78976e-114
214.4 0 1.3707e-65
217.6 0 2.20447e-152
220.8 0 3.22917e-104
224 0 8.07038e-133
227.2 0 8.20156e-85
230.4 0 1.72532e-142
233.6 0 1.44024e-142
236.8 0 1.99981e-65
240 0 1.55408e-94
243.2 0 3.46823e-75
246.4 0 1.61218e-113
249.6 0 1.66953e-65
252.8 0 7.50826e-114
256 0 2.3114e-94
259.2 0 6.66051e-85
262.4 0 3.45505e-123
265.6 0 1.27613e-84
268.8 0 2.10724e-94
272 0 2.26756e-75
275.2 0 1.16806e-105
278.4 0 1.99913e-65
281.6 0 1.57985e-142
284.8 0 8.41489e-143
288 0 1.96812e-75
291.2 0 2.03425e-142
294.4 0 2.48476e-104
297.6 0 6.65734e-114
300.8 0 6.38853e-75
304 0 6.19263e-133
307.2 0 5.94326e-85
310.4 0 2.55842e-75
313.6 0 1.48632e-113
316.8 0 5.0626e-75
